taxid	rank
genus	1272215
genus	1272220
genus	1272222
genus	1272223
genus	1272225
genus	1272231
genus	1272240
genus	1272242
genus	1272257
genus	1272998
genus	1272267
genus	1272270
genus	1272283
genus	1272285
genus	1272289
genus	1272294
genus	1272298
genus	1272300
genus	1272308
genus	1272310
genus	1272316
genus	1272318
genus	1272328
genus	1272331
genus	1272332
genus	1272336
genus	1272342
genus	1272344
genus	1272345
genus	1272346
genus	1272347
genus	1272348
genus	1272364
genus	1272387
genus	1272389
genus	1272390
genus	1272397
genus	1272398
genus	1273075
genus	1272409
genus	1272412
genus	1272423
genus	1272424
genus	1272429
genus	1272445
genus	1272448
genus	1272452
genus	1272461
genus	1272477
genus	1272495
genus	1272520
genus	1272523
genus	1272527
genus	1272530
genus	1272535
genus	1272542
genus	1272544
genus	1272549
genus	1272551
genus	1272552
genus	1272553
genus	1272554
genus	1272558
genus	1272580
genus	1272616
genus	1272620
genus	1272624
genus	1272629
genus	1272648
genus	1272650
genus	1272652
genus	1272654
genus	1272655
genus	1272656
genus	1272657
genus	1272664
genus	1272669
genus	1273077
genus	1272673
genus	1272675
genus	1272679
genus	1272688
genus	1272689
genus	1273095
genus	1272696
genus	1272699
genus	1272701
genus	1272704
genus	1272705
genus	1272725
genus	1272726
genus	1272735
genus	1272743
genus	1273096
genus	1273542
genus	1273153
genus	1273155
genus	1273205
genus	1273206
genus	1273225
genus	1273227
genus	1273229
genus	1273231
genus	1273234
genus	1273236
genus	1273238
genus	1273240
genus	1273242
genus	1273244
genus	1273246
genus	1273248
genus	1273250
genus	1273252
genus	1273254
genus	1273256
genus	1273258
genus	1273260
genus	1273546
genus	1274479
genus	1274481
genus	1274485
genus	1274489
genus	1274491
genus	1274494
genus	1274497
genus	1274499
genus	1274508
genus	1274983
genus	1274351
genus	1274363
genus	1274401
genus	1274404
genus	1274406
genus	1274408
genus	1274411
genus	1276060
genus	1276191
genus	1275945
genus	1275952
genus	1276006
genus	1276008
genus	1276010
genus	1276198
genus	1276216
genus	1276423
genus	1276247
genus	1276249
genus	1276253
genus	1276255
genus	1276266
genus	1276426
genus	1276428
genus	1276430
genus	1276438
genus	1276290
genus	1276294
genus	1276440
genus	1276296
genus	1276442
genus	1276444
genus	1276447
genus	1276449
genus	1276451
genus	1276453
genus	1276456
genus	1276459
genus	1276462
genus	1276464
genus	1276466
genus	1276468
genus	1276470
genus	1276472
genus	1276474
genus	1276477
genus	1276377
genus	1276480
genus	1276381
genus	1276482
genus	1276386
genus	1276388
genus	1276884
genus	1276390
genus	1276392
genus	1276394
genus	1276396
genus	1276399
genus	1276402
genus	1276406
genus	1276408
genus	1276417
genus	1276419
genus	1276421
genus	1276643
genus	1276645
genus	1276926
genus	1277273
genus	1277353
genus	1277356
genus	1277666
genus	1277668
genus	1277670
genus	1277732
genus	1277807
genus	1277751
genus	1277813
genus	1277816
genus	1278157
genus	1278221
genus	1278225
genus	1278229
genus	1278161
genus	1278162
genus	1278934
genus	1278288
genus	1278293
genus	1278999
genus	1279001
genus	1279003
genus	1278957
genus	1278969
genus	1279183
genus	1279095
genus	1279097
genus	1279101
genus	1279119
genus	1279132
genus	1279134
genus	1279139
genus	1279189
genus	1279191
genus	1279152
genus	1279194
genus	1279156
genus	1279158
genus	1279199
genus	1279163
genus	1279166
genus	1279203
genus	1279172
genus	1279205
genus	1279176
genus	1279208
genus	1279210
genus	1280010
genus	1279376
genus	1279384
genus	1279388
genus	1280041
genus	1280153
genus	1280155
genus	1280157
genus	1280043
genus	1280045
genus	1280049
genus	1280053
genus	1280080
genus	1280310
genus	1280337
genus	1280440
genus	1280586
genus	1280590
genus	1280442
genus	1280444
genus	1280604
genus	1280446
genus	1280448
genus	1280450
genus	1280452
genus	1280454
genus	1280456
genus	1280458
genus	1280460
genus	1280462
genus	1280464
genus	1280466
genus	1280468
genus	1280470
genus	1280472
genus	1280474
genus	1280476
genus	1280478
genus	1280926
genus	1280930
genus	1281307
genus	1281313
genus	1281315
genus	1281317
genus	1281319
genus	1281321
genus	1281331
genus	1281434
genus	1281444
genus	1281446
genus	1281470
genus	1281731
genus	1281774
genus	1281776
genus	1281879
genus	1281881
genus	1282339
genus	1281896
genus	1281902
genus	1281910
genus	1282140
genus	1282354
genus	1282958
genus	1282436
genus	1282790
genus	1282964
genus	1282975
genus	1282996
genus	1283303
genus	1283308
genus	1283313
genus	1284622
genus	1283209
genus	1283211
genus	1284383
genus	1285425
genus	1284657
genus	1284842
genus	1284844
genus	1285096
genus	1285101
genus	1285103
genus	1285126
genus	1285128
genus	1285134
genus	1285137
genus	1285435
genus	1285436
genus	1285672
genus	1285544
genus	1285546
genus	1285548
genus	1285550
genus	1285554
genus	1285674
genus	1285588
genus	1285676
genus	1285591
genus	1285593
genus	1285755
genus	1285597
genus	1285599
genus	1285668
genus	1285670
genus	1285757
genus	1285759
genus	1285761
genus	1285763
genus	1285765
genus	1285767
genus	1285778
genus	1285780
genus	1286079
genus	1285890
genus	1285986
genus	1285991
genus	1285993
genus	1285995
genus	1285999
genus	1286002
genus	1286139
genus	1286166
genus	1286172
genus	1286174
genus	1286177
genus	1286182
genus	1286287
genus	1286742
genus	1286310
genus	1286319
genus	1286745
genus	1286749
genus	1286780
genus	1286787
genus	1287058
genus	1286355
genus	1287059
genus	1287060
genus	1287518
genus	1286395
genus	1286424
genus	1286427
genus	1286434
genus	1286439
genus	1286442
genus	1286462
genus	1286479
genus	1286486
genus	1286493
genus	1287486
genus	1287516
genus	1287637
genus	1287650
genus	1287651
genus	1287670
genus	1287672
genus	1288022
genus	1287916
genus	1288026
genus	1288428
genus	1288170
genus	1288172
genus	1288190
genus	1288199
genus	1288204
genus	1288207
genus	1288212
genus	1288214
genus	1288216
genus	1288235
genus	1288243
genus	1288255
genus	1288261
genus	1288265
genus	1288289
genus	1288759
genus	1288761
genus	1288763
genus	1288765
genus	1288767
genus	1288771
genus	1288773
genus	1288776
genus	1288823
genus	1288738
genus	1288742
genus	1288744
genus	1288746
genus	1288748
genus	1288750
genus	1288895
genus	1288753
genus	1288755
genus	1289206
genus	1289213
genus	1289214
genus	1289215
genus	1289216
genus	1289370
genus	1289388
genus	1289999
genus	1289571
genus	1289574
genus	1290002
genus	1290006
genus	1290008
genus	1290010
genus	1290012
genus	1290015
genus	1290017
genus	1290019
genus	1290022
genus	1290024
genus	1290026
genus	1290029
genus	1290031
genus	1290033
genus	1290036
genus	1290038
genus	1290040
genus	1289955
genus	1289957
genus	1290044
genus	1289960
genus	1290047
genus	1289964
genus	1289966
genus	1290050
genus	1290053
genus	1290056
genus	1290058
genus	1290060
genus	1290064
genus	1289993
genus	1289995
genus	1290066
genus	1289997
genus	1290069
genus	1290071
genus	1290073
genus	1290075
genus	1290077
genus	1290080
genus	1290082
genus	1290085
genus	1290087
genus	1290089
genus	1290092
genus	1290114
genus	1290250
genus	1290252
genus	1290116
genus	1290256
genus	1290117
genus	1290258
genus	1290133
genus	1290260
genus	1290262
genus	1290135
genus	1290136
genus	1290142
genus	1290144
genus	1290150
genus	1290153
genus	1290154
genus	1290155
genus	1290156
genus	1290157
genus	1290159
genus	1290161
genus	1290162
genus	1290163
genus	1290164
genus	1290308
genus	1290165
genus	1290191
genus	1290194
genus	1290196
genus	1290201
genus	1290203
genus	1290207
genus	1290369
genus	1290209
genus	1290544
genus	1290458
genus	1290464
genus	1290549
genus	1290878
genus	1290809
genus	1290956
genus	1290872
genus	1290874
genus	1290876
genus	1291007
genus	1291188
genus	1291202
genus	1291203
genus	1291204
genus	1291236
genus	1291238
genus	1291240
genus	1291242
genus	1291244
genus	1291246
genus	1291248
genus	1291250
genus	1291252
genus	1291254
genus	1291256
genus	1291258
genus	1291260
genus	1291262
genus	1291264
genus	1291266
genus	1291268
genus	1291270
genus	1291272
genus	1291274
genus	1291276
genus	1291278
genus	1291280
genus	1291282
genus	1291284
genus	1291287
genus	1291290
genus	1291292
genus	1291294
genus	1291296
genus	1291298
genus	1291301
genus	1291383
genus	1291385
genus	1291389
genus	1291392
genus	1291394
genus	1291396
genus	1291409
genus	1291421
genus	1291423
genus	1291425
genus	1291427
genus	1291488
genus	1291539
genus	1291605
genus	1291656
genus	1291681
genus	1291683
genus	1291685
genus	1291687
genus	1291689
genus	1291691
genus	1291693
genus	1291695
genus	1291697
genus	1291699
genus	1291705
genus	1291714
genus	1291723
genus	1291759
genus	1291804
genus	1291968
genus	1291970
genus	1291973
genus	1291977
genus	1291979
genus	1291983
genus	1292005
genus	1292051
genus	1292052
genus	1292259
genus	1292267
genus	1292273
genus	1292276
genus	1292279
genus	1292280
genus	1292289
genus	1292290
genus	1292316
genus	1292317
genus	1292331
genus	1292333
genus	1292335
genus	1292346
genus	1292349
genus	1292350
genus	1292352
genus	1292353
genus	1292355
genus	1292356
genus	1292361
genus	1292362
genus	1292363
genus	1292369
genus	1292460
genus	1292959
genus	1292963
genus	1292966
genus	1293033
genus	1293077
genus	1293080
genus	1293246
genus	1293396
genus	1293398
genus	1293399
genus	1293436
genus	1293509
genus	1293516
genus	1293520
genus	1293522
genus	1293527
genus	1293528
genus	1293579
genus	1293581
genus	1293600
genus	1293614
genus	1294002
genus	1294194
genus	1294511
genus	1294517
genus	1294524
genus	1294539
genus	1295017
genus	1295047
genus	1295056
genus	1295179
genus	1295182
genus	1295190
genus	1295197
genus	1295198
genus	1295204
genus	1295221
genus	1295327
genus	1295331
genus	1295378
genus	1295411
genus	1295495
genus	1295499
genus	1295503
genus	1295557
genus	1296269
genus	1296271
genus	1296313
genus	1296318
genus	1296383
genus	1296385
genus	1296389
genus	1296391
genus	1296649
genus	1297003
genus	1297022
genus	1297112
genus	1297155
genus	1297377
genus	1297380
genus	1297381
genus	1297382
genus	1297562
genus	1297615
genus	1297764
genus	1297786
genus	1297848
genus	1297850
genus	1297852
genus	1297854
genus	1297908
genus	1297910
genus	1298352
genus	1298354
genus	1298364
genus	1298366
genus	1298368
genus	1298374
genus	1298377
genus	1298394
genus	1298410
genus	1298411
genus	1298415
genus	1298416
genus	1298418
genus	1298489
genus	1298554
genus	1298555
genus	1298557
genus	1298588
genus	1298630
genus	1298631
genus	1298632
genus	1298634
genus	1298642
genus	1298644
genus	1298653
genus	1298658
genus	1298713
genus	1298758
genus	1298760
genus	1298770
genus	1298772
genus	1298931
genus	1298949
genus	1298952
genus	1298971
genus	1299297
genus	1299306
genus	1299307
genus	1299308
genus	1299309
genus	1299310
genus	1299311
genus	1299312
genus	1299313
genus	1299429
genus	1299430
genus	1299432
genus	1299434
genus	1299435
genus	1299436
genus	1299437
genus	1299820
genus	1300118
genus	1300271
genus	1300321
genus	1301038
genus	1301067
genus	1301069
genus	1301071
genus	1301077
genus	1301080
genus	1315961
genus	1315965
genus	1316009
genus	1316019
genus	1316077
genus	1316415
genus	1316416
genus	1316447
genus	1316669
genus	1316670
genus	1316672
genus	1316675
genus	1316747
genus	1316793
genus	1316797
genus	1317446
genus	1317450
genus	1317455
genus	1317457
genus	1317459
genus	1317462
genus	1317464
genus	1317466
genus	1317468
genus	1317470
genus	1317485
genus	1317487
genus	1317490
genus	1317496
genus	1317498
genus	1317500
genus	1317507
genus	1317509
genus	1317514
genus	1317516
genus	1317520
genus	1317522
genus	1317526
genus	1317528
genus	1317532
genus	1317534
genus	1317536
genus	1317538
genus	1317546
genus	1317551
genus	1317555
genus	1317560
genus	1317562
genus	1317564
genus	1317566
genus	1317570
genus	1317606
genus	1317621
genus	1317650
genus	1317651
genus	1319511
genus	1319842
genus	1319844
genus	1321364
genus	1323393
genus	1323395
genus	1323397
genus	1323399
genus	1323401
genus	1323403
genus	1323405
genus	1323407
genus	1323490
genus	1323498
genus	1323504
genus	1323506
genus	1323513
genus	1323517
genus	1323519
genus	1323526
genus	1323546
genus	1323548
genus	1323569
genus	1324129
genus	1324416
genus	1324883
genus	1324884
genus	1324888
genus	1324897
genus	1324898
genus	1324900
genus	1324903
genus	1324915
genus	1324926
genus	1324928
genus	1325197
genus	1325275
genus	1325311
genus	1325313
genus	1325315
genus	1325618
genus	1325620
genus	1325632
genus	1325646
genus	1325648
genus	1325708
genus	1325714
genus	1326099
genus	1326101
genus	1326104
genus	1326739
genus	1326871
genus	1328267
genus	1328276
genus	1328291
genus	1328296
genus	1328302
genus	1328763
genus	1328802
genus	1328806
genus	1329200
genus	1329252
genus	1329347
genus	1329607
genus	1329750
genus	1329761
genus	1329789
genus	1329797
genus	1330065
genus	1330067
genus	1330069
genus	1330545
genus	1330546
genus	1330547
genus	1331292
genus	1331293
genus	1331321
genus	1331602
genus	1331606
genus	1331661
genus	1331677
genus	1331690
genus	1331692
genus	1331694
genus	1331697
genus	1331730
genus	1331737
genus	1331740
genus	1331745
genus	1331793
genus	1331794
genus	1331795
genus	1331807
genus	1332039
genus	1332063
genus	1332106
genus	1332108
genus	1332112
genus	1332113
genus	1332115
genus	1332177
genus	1332565
genus	1332567
genus	1332569
genus	1332571
genus	1332891
genus	1333310
genus	1333640
genus	1333641
genus	1333643
genus	1333646
genus	1333649
genus	1333665
genus	1333676
genus	1333716
genus	1333722
genus	1334167
genus	1334513
genus	1334517
genus	1334520
genus	1334542
genus	1334546
genus	1334552
genus	1334558
genus	1334560
genus	1334905
genus	1334907
genus	1334911
genus	1334913
genus	1334915
genus	1334923
genus	1334931
genus	1334956
genus	1334958
genus	1334959
genus	1334960
genus	1334961
genus	1334962
genus	1334963
genus	1334964
genus	1334965
genus	1334966
genus	1334974
genus	1334980
genus	1335018
genus	1335381
genus	1335393
genus	1335398
genus	1335403
genus	1335440
genus	1335483
genus	1335485
genus	1335503
genus	1335505
genus	1335508
genus	1335510
genus	1335514
genus	1335925
genus	1335966
genus	1336285
genus	1336286
genus	1336289
genus	1336291
genus	1336293
genus	1336295
genus	1336297
genus	1336299
genus	1336322
genus	1336326
genus	1336330
genus	1336332
genus	1336334
genus	1336364
genus	1336370
genus	1336388
genus	1336690
genus	1336711
genus	1337091
genus	1337626
genus	1337628
genus	1337637
genus	1337899
genus	1339217
genus	1340027
genus	1340414
genus	1340747
genus	1340748
genus	1340799
genus	1341118
genus	1341120
genus	1341135
genus	1341136
genus	1341170
genus	1341616
genus	1341647
genus	1341650
genus	1342370
genus	1342378
genus	1342520
genus	1343363
genus	1343663
genus	1343692
genus	1343727
genus	1343820
genus	1343822
genus	1343824
genus	1343826
genus	1343829
genus	1343835
genus	1344079
genus	1344483
genus	1344513
genus	1344552
genus	1344723
genus	1344725
genus	1344727
genus	1344729
genus	1344731
genus	1344815
genus	1345257
genus	1345259
genus	1345261
genus	1345263
genus	1346157
genus	1346159
genus	1346170
genus	1346288
genus	1346500
genus	1346589
genus	1346675
genus	1346677
genus	1346811
genus	1346836
genus	1346852
genus	1347386
genus	1347716
genus	1347719
genus	1347721
genus	1347723
genus	1347738
genus	1347740
genus	1347746
genus	1347751
genus	1347782
genus	1347784
genus	1347829
genus	1348147
genus	1348235
genus	1348318
genus	1348324
genus	1348326
genus	1348329
genus	1348341
genus	1348347
genus	1348386
genus	1348388
genus	1348391
genus	1348412
genus	1348414
genus	1348416
genus	1348426
genus	1348505
genus	1348508
genus	1348598
genus	1348611
genus	1348645
genus	1348648
genus	1348651
genus	1348671
genus	1348872
genus	1348905
genus	1348911
genus	1348974
genus	1349115
genus	1349213
genus	1349273
genus	1349274
genus	1349361
genus	1349626
genus	1349628
genus	1349630
genus	1349632
genus	1349634
genus	1349636
genus	1349652
genus	1349980
genus	1350008
genus	1350041
genus	1350206
genus	1350212
genus	1350351
genus	1350353
genus	1350355
genus	1350357
genus	1350359
genus	1350361
genus	1350363
genus	1350373
genus	1350384
genus	1350387
genus	1350427
genus	1350444
genus	1350446
genus	1350448
genus	1350451
genus	1350453
genus	1350455
genus	1350492
genus	1350494
genus	1350528
genus	1351575
genus	1351580
genus	1351706
genus	1351707
genus	1351711
genus	1351729
genus	1351731
genus	1351737
genus	1351742
genus	1351744
genus	1351746
genus	1351751
genus	1351766
genus	1351819
genus	1351841
genus	1351845
genus	1351847
genus	1351859
genus	1351861
genus	1351875
genus	1351886
genus	1351944
genus	1352009
genus	1352011
genus	1352021
genus	1352023
genus	1352025
genus	1352029
genus	1352031
genus	1352033
genus	1352035
genus	1352037
genus	1352047
genus	1352048
genus	1352110
genus	1352112
genus	1352117
genus	1352119
genus	1352124
genus	1352129
genus	1352134
genus	1352144
genus	1352147
genus	1352153
genus	1352155
genus	1352158
genus	1352161
genus	1352165
genus	1352168
genus	1352171
genus	1352173
genus	1352175
genus	1352178
genus	1352181
genus	1352183
genus	1352185
genus	1352187
genus	1352189
genus	1352200
genus	1352202
genus	1352204
genus	1352206
genus	1352209
genus	1352211
genus	1352214
genus	1352218
genus	1352272
genus	1352274
genus	1352277
genus	1352279
genus	1352415
genus	1352504
genus	1352509
genus	1352769
genus	1352828
genus	1352830
genus	1352832
genus	1352930
genus	1353012
genus	1353014
genus	1353157
genus	1353229
genus	1353230
genus	1353232
genus	1353233
genus	1353234
genus	1353247
genus	1353346
genus	1353395
genus	1353424
genus	1353798
genus	1353831
genus	1353833
genus	1353883
genus	1354009
genus	1354031
genus	1354209
genus	1354219
genus	1354326
genus	1354327
genus	1354328
genus	1354329
genus	1354331
genus	1354333
genus	1354363
genus	1354365
genus	1354367
genus	1354494
genus	1354506
genus	1354670
genus	1354778
genus	1354792
genus	1354806
genus	1354809
genus	1355133
genus	1355238
genus	1355240
genus	1355907
genus	1355944
genus	1355946
genus	1355952
genus	1355956
genus	1355970
genus	1355971
genus	1356011
genus	1356039
genus	1356369
genus	1356379
genus	1356396
genus	1356488
genus	1356509
genus	1356571
genus	1356573
genus	1357311
genus	1357313
genus	1357317
genus	1357319
genus	1357340
genus	1357421
genus	1357448
genus	1357455
genus	1357937
genus	1357958
genus	1358120
genus	1358125
genus	1358438
genus	1358740
genus	1358796
genus	1358810
genus	1358815
genus	1358875
genus	1358910
genus	1358912
genus	1358916
genus	1358922
genus	1358926
genus	1358928
genus	1359134
genus	1359136
genus	1359210
genus	1364858
genus	1364880
genus	1364882
genus	1364958
genus	1364976
genus	1365149
genus	1365196
genus	1365199
genus	1365203
genus	1365210
genus	1365211
genus	1365212
genus	1365213
genus	1365239
genus	1365241
genus	1365243
genus	1365276
genus	1365449
genus	1365450
genus	1365451
genus	1365453
genus	1365454
genus	1365455
genus	1365456
genus	1365457
genus	1365462
genus	1365670
genus	1365672
genus	1365675
genus	1365677
genus	1365679
genus	1365681
genus	1365683
genus	1365685
genus	1365687
genus	1365689
genus	1365691
genus	1365693
genus	1365695
genus	1365697
genus	1365699
genus	1365701
genus	1365703
genus	1365705
genus	1365707
genus	1365710
genus	1365712
genus	1365714
genus	1365716
genus	1365718
genus	1365721
genus	1365752
genus	1365756
genus	1365831
genus	1365861
genus	1365871
genus	1365873
genus	1366102
genus	1366104
genus	1366108
genus	1366110
genus	1366112
genus	1366114
genus	1366116
genus	1366287
genus	1366314
genus	1366341
genus	1366397
genus	1366421
genus	1366422
genus	1366423
genus	1366424
genus	1366585
genus	1366902
genus	1367063
genus	1367066
genus	1367068
genus	1367070
genus	1367072
genus	1367075
genus	1367127
genus	1367208
genus	1367216
genus	1367217
genus	1367222
genus	1367224
genus	1367274
genus	1367439
genus	1367495
genus	1367512
genus	1367669
genus	1367693
genus	1367702
genus	1367878
genus	1367883
genus	1367968
genus	1368023
genus	1368092
genus	1368101
genus	1368110
genus	1368113
genus	1368115
genus	1368117
genus	1368119
genus	1368157
genus	1368159
genus	1368164
genus	1368167
genus	1368174
genus	1368177
genus	1368179
genus	1368182
genus	1368189
genus	1368191
genus	1368193
genus	1368194
genus	1368195
genus	1368196
genus	1368198
genus	1368200
genus	1368202
genus	1368204
genus	1368206
genus	1368208
genus	1368276
genus	1368511
genus	1368517
genus	1368522
genus	1368900
genus	1368901
genus	1368902
genus	1368903
genus	1368904
genus	1368906
genus	1368907
genus	1368908
genus	1368909
genus	1368910
genus	1368911
genus	1368912
genus	1368913
genus	1368914
genus	1368915
genus	1368916
genus	1368917
genus	1368918
genus	1368919
genus	1368920
genus	1368921
genus	1368922
genus	1368923
genus	1368924
genus	1368925
genus	1368926
genus	1368927
genus	1368928
genus	1368929
genus	1368930
genus	1368931
genus	1368932
genus	1368933
genus	1368934
genus	1368935
genus	1368936
genus	1368937
genus	1368938
genus	1368939
genus	1368940
genus	1368941
genus	1368942
genus	1368943
genus	1368944
genus	1368945
genus	1368946
genus	1368947
genus	1368948
genus	1368949
genus	1368950
genus	1368951
genus	1368952
genus	1368953
genus	1368954
genus	1368955
genus	1368956
genus	1368957
genus	1368958
genus	1368959
genus	1368960
genus	1368961
genus	1368962
genus	1368963
genus	1368964
genus	1368965
genus	1368966
genus	1368967
genus	1368968
genus	1368969
genus	1368970
genus	1368971
genus	1368972
genus	1368973
genus	1368974
genus	1368975
genus	1368976
genus	1368977
genus	1368978
genus	1368979
genus	1368980
genus	1368981
genus	1368982
genus	1368983
genus	1368984
genus	1368985
genus	1368986
genus	1368987
genus	1368988
genus	1368989
genus	1368990
genus	1368991
genus	1368992
genus	1368993
genus	1368994
genus	1368995
genus	1368996
genus	1368997
genus	1368998
genus	1368999
genus	1369000
genus	1369001
genus	1369002
genus	1369003
genus	1369004
genus	1369005
genus	1369006
genus	1369007
genus	1369008
genus	1369009
genus	1369010
genus	1369011
genus	1369012
genus	1369013
genus	1369014
genus	1369015
genus	1369016
genus	1369017
genus	1369018
genus	1369019
genus	1369020
genus	1369021
genus	1369022
genus	1369023
genus	1369024
genus	1369025
genus	1369026
genus	1369027
genus	1369028
genus	1369029
genus	1369030
genus	1369031
genus	1369032
genus	1369033
genus	1369034
genus	1369035
genus	1369036
genus	1369037
genus	1369038
genus	1369039
genus	1369040
genus	1369041
genus	1369042
genus	1369043
genus	1369044
genus	1369045
genus	1369046
genus	1369047
genus	1369048
genus	1369049
genus	1369050
genus	1369051
genus	1369052
genus	1369053
genus	1369054
genus	1369055
genus	1369056
genus	1369057
genus	1369058
genus	1369059
genus	1369060
genus	1369061
genus	1369062
genus	1369063
genus	1369064
genus	1369065
genus	1369066
genus	1369067
genus	1369068
genus	1369069
genus	1369070
genus	1369071
genus	1369072
genus	1369073
genus	1369074
genus	1369075
genus	1369076
genus	1369077
genus	1369078
genus	1369079
genus	1369080
genus	1369081
genus	1369082
genus	1369083
genus	1369084
genus	1369085
genus	1369272
genus	1369273
genus	1369274
genus	1369275
genus	1369276
genus	1369277
genus	1369278
genus	1369279
genus	1369280
genus	1369281
genus	1369282
genus	1369283
genus	1369284
genus	1369285
genus	1369286
genus	1369287
genus	1369288
genus	1369289
genus	1369290
genus	1369291
genus	1369292
genus	1369293
genus	1369294
genus	1369295
genus	1369296
genus	1369297
genus	1369298
genus	1369299
genus	1369300
genus	1369301
genus	1369302
genus	1369303
genus	1369304
genus	1369305
genus	1369306
genus	1369307
genus	1369308
genus	1369309
genus	1369310
genus	1369311
genus	1369312
genus	1369313
genus	1369314
genus	1369315
genus	1369316
genus	1369317
genus	1369318
genus	1369319
genus	1369320
genus	1369321
genus	1369322
genus	1369323
genus	1369324
genus	1369325
genus	1369326
genus	1369327
genus	1369328
genus	1369329
genus	1369330
genus	1369331
genus	1369332
genus	1369333
genus	1369334
genus	1369335
genus	1369336
genus	1369338
genus	1369339
genus	1369340
genus	1369341
genus	1369342
genus	1369343
genus	1369344
genus	1369345
genus	1369346
genus	1369347
genus	1369348
genus	1369349
genus	1369350
genus	1369351
genus	1369352
genus	1369353
genus	1369354
genus	1369355
genus	1369356
genus	1369357
genus	1369358
genus	1369359
genus	1369360
genus	1369361
genus	1369362
genus	1369363
genus	1369364
genus	1369365
genus	1369366
genus	1369367
genus	1369368
genus	1369369
genus	1369370
genus	1369371
genus	1369372
genus	1369373
genus	1369374
genus	1369375
genus	1369376
genus	1369377
genus	1369378
genus	1369379
genus	1369380
genus	1369381
genus	1369382
genus	1369383
genus	1369384
genus	1369385
genus	1369386
genus	1369387
genus	1369388
genus	1369389
genus	1369390
genus	1369391
genus	1369392
genus	1369393
genus	1369394
genus	1369395
genus	1369396
genus	1369397
genus	1369398
genus	1369399
genus	1369400
genus	1369401
genus	1369402
genus	1369403
genus	1369404
genus	1369405
genus	1369406
genus	1369407
genus	1369408
genus	1369409
genus	1369410
genus	1369411
genus	1369412
genus	1369413
genus	1369414
genus	1369415
genus	1369416
genus	1369417
genus	1369418
genus	1369419
genus	1369420
genus	1369421
genus	1369422
genus	1369423
genus	1369424
genus	1369425
genus	1369426
genus	1369427
genus	1369428
genus	1369429
genus	1369430
genus	1369431
genus	1369432
genus	1369433
genus	1369434
genus	1369435
genus	1369436
genus	1369437
genus	1369438
genus	1369439
genus	1369440
genus	1369441
genus	1369442
genus	1369443
genus	1369444
genus	1369445
genus	1369446
genus	1369447
genus	1369448
genus	1369449
genus	1369450
genus	1369451
genus	1369452
genus	1369453
genus	1369454
genus	1369455
genus	1369456
genus	1369457
genus	1369643
genus	1369644
genus	1369645
genus	1369646
genus	1369647
genus	1369648
genus	1369649
genus	1369650
genus	1369651
genus	1369652
genus	1369653
genus	1369654
genus	1369655
genus	1369656
genus	1369657
genus	1369658
genus	1369659
genus	1369660
genus	1369661
genus	1369662
genus	1369663
genus	1369664
genus	1369665
genus	1369666
genus	1369667
genus	1369668
genus	1369669
genus	1369670
genus	1369671
genus	1369672
genus	1369673
genus	1369674
genus	1369675
genus	1369676
genus	1369677
genus	1369678
genus	1369679
genus	1369680
genus	1369681
genus	1369682
genus	1369683
genus	1369684
genus	1369685
genus	1369686
genus	1369687
genus	1369688
genus	1369689
genus	1369690
genus	1369691
genus	1369692
genus	1369693
genus	1369694
genus	1369695
genus	1369696
genus	1369697
genus	1369698
genus	1369699
genus	1369700
genus	1369701
genus	1369702
genus	1369703
genus	1369704
genus	1369705
genus	1369706
genus	1369707
genus	1369708
genus	1369709
genus	1369710
genus	1369711
genus	1369712
genus	1369713
genus	1369714
genus	1369715
genus	1369716
genus	1369717
genus	1369718
genus	1369719
genus	1369720
genus	1369721
genus	1369722
genus	1369723
genus	1369724
genus	1369725
genus	1369726
genus	1369727
genus	1369728
genus	1369729
genus	1369730
genus	1369731
genus	1369732
genus	1369733
genus	1369734
genus	1369735
genus	1369736
genus	1369737
genus	1369738
genus	1369739
genus	1369741
genus	1369742
genus	1369743
genus	1369744
genus	1369745
genus	1369746
genus	1369747
genus	1369748
genus	1369749
genus	1369750
genus	1369751
genus	1369752
genus	1369753
genus	1369754
genus	1369755
genus	1369756
genus	1369757
genus	1369758
genus	1369759
genus	1300026
genus	1300028
genus	1300030
genus	1300033
genus	1300036
genus	1300106
genus	1300116
genus	1301144
genus	1301145
genus	1301146
genus	1301181
genus	1301186
genus	1301188
genus	1301190
genus	1301192
genus	1301214
genus	1301221
genus	1301238
genus	1301247
genus	1301281
genus	1301328
genus	1301340
genus	1301367
genus	1301429
genus	1301477
genus	1301479
genus	1301480
genus	1301508
genus	1301545
genus	1301551
genus	1301557
genus	1301559
genus	1301569
genus	1301571
genus	1301577
genus	1301581
genus	1301585
genus	1301588
genus	1301597
genus	1301598
genus	1301605
genus	1302129
genus	1302170
genus	1302284
genus	1302287
genus	1302290
genus	1302297
genus	1302320
genus	1302336
genus	1302338
genus	1302348
genus	1302410
genus	1302429
genus	1302556
genus	1302606
genus	1302608
genus	1302611
genus	1302656
genus	1302704
genus	1302776
genus	1302778
genus	1302784
genus	1302796
genus	1302799
genus	1303245
genus	1303336
genus	1303458
genus	1303523
genus	1303574
genus	1303810
genus	1303912
genus	1304181
genus	1304183
genus	1304278
genus	1304405
genus	1304407
genus	1304414
genus	1304590
genus	1304605
genus	1304628
genus	1304660
genus	1304662
genus	1304664
genus	1304666
genus	1304764
genus	1304769
genus	1304778
genus	1304793
genus	1304857
genus	1304965
